,genres,movie_title,imdb_score,movie_imdb_link
583,"
Crime, Drama, Mystery            ",Jai Bhim,8.9,https://www.imdb.com/title/tt15097216
584,"
Drama, Horror, Sci-Fi            ",Invasion of the Body Snatchers,7.7,https://www.imdb.com/title/tt0049366
585,"
Drama, Thriller, Western            ",High Noon,8.0,https://www.imdb.com/title/tt0044706
586,"
Drama, Thriller            ",Persona,8.1,https://www.imdb.com/title/tt0060827
587,"
Drama, Music, Musical            ",Cabaret,7.8,https://www.imdb.com/title/tt0068327
588,"
Biography, Drama, History            ",Hotel Rwanda,8.1,https://www.imdb.com/title/tt0395169
589,"
Biography, Drama, Family            ",October Sky,7.8,https://www.imdb.com/title/tt0132477
590,"
Crime, Drama, Mystery            ",Witness for the Prosecution,8.4,https://www.imdb.com/title/tt0051201
591,"
Animation, Adventure, Comedy            ",Ponyo,7.6,https://www.imdb.com/title/tt0876563
592,"
Western            ",For a Few Dollars More,8.2,https://www.imdb.com/title/tt0059578
593,"
Crime, Drama, Thriller            ",On the Waterfront,8.1,https://www.imdb.com/title/tt0047296
594,"
Action, Drama, War            ",Ran,8.2,https://www.imdb.com/title/tt0089881
595,"
Drama, Family, Musical            ",My Fair Lady,7.8,https://www.imdb.com/title/tt0058385
596,"
Drama, Mystery, Thriller            ",The Conversation,7.8,https://www.imdb.com/title/tt0071360
597,"
Drama, Music            ",Billy Elliot,7.7,https://www.imdb.com/title/tt0249462
598,"
Action, Adventure, Drama            ",Dawn of the Planet of the Apes,7.6,https://www.imdb.com/title/tt2103281
599,"
Comedy, Mystery, Romance            ",Charade,7.9,https://www.imdb.com/title/tt0056923
600,"
Crime, Drama, Thriller            ",Lucky Number Slevin,7.7,https://www.imdb.com/title/tt0425210
601,"
Crime, Drama, History            ",Mississippi Burning,7.8,https://www.imdb.com/title/tt0095647
602,"
Mystery, Thriller            ",The Vanishing,7.7,https://www.imdb.com/title/tt0096163
603,"
Action, Crime, Drama            ",The French Connection,7.7,https://www.imdb.com/title/tt0067116
604,"
Drama, Mystery, Sci-Fi            ",Solaris,8.0,https://www.imdb.com/title/tt0069293
605,"
Action, Adventure, Crime            ",Kaithi,8.5,https://www.imdb.com/title/tt9900782
606,"
Adventure, Drama, Western            ",The Searchers,7.9,https://www.imdb.com/title/tt0049730
607,"
Action, Crime, Thriller            ",The Taking of Pelham One Two Three,7.6,https://www.imdb.com/title/tt0072251
608,"
Biography, Drama, History            ",Malcolm X,7.7,https://www.imdb.com/title/tt0104797
609,"
Drama            ",A Streetcar Named Desire,7.9,https://www.imdb.com/title/tt0044081
610,"
Biography, Drama, Romance            ",Cinderella Man,8.0,https://www.imdb.com/title/tt0352248
611,"
Film-Noir, Mystery, Thriller            ",The Third Man,8.1,https://www.imdb.com/title/tt0041959
612,"
Crime, Drama, Mystery            ",Drishyam,8.2,https://www.imdb.com/title/tt4430212
613,"
Biography, Comedy, Drama            ",Pride,7.8,https://www.imdb.com/title/tt3169706
614,"
Western            ",The Outlaw Josey Wales,7.8,https://www.imdb.com/title/tt0075029
615,"
Drama            ",Detachment,7.7,https://www.imdb.com/title/tt1683526
616,"
Comedy, Drama            ",Happiness,7.7,https://www.imdb.com/title/tt0147612
617,"
Action, Adventure, Sci-Fi            ",Star Trek II: The Wrath of Khan,7.7,https://www.imdb.com/title/tt0084726
618,"
Action, Adventure, Western            ",The Wild Bunch,7.9,https://www.imdb.com/title/tt0065214
619,"
Comedy, Drama            ",Perfect Strangers,7.7,https://www.imdb.com/title/tt4901306
620,"
Crime, Drama, Mystery            ",Mother,7.8,https://www.imdb.com/title/tt1216496
621,"
Comedy, Drama            ",La dolce vita,8.0,https://www.imdb.com/title/tt0053779
622,"
Crime, Thriller            ",Dial M for Murder,8.2,https://www.imdb.com/title/tt0046912
623,"
Crime, Drama, Musical            ",Dancer in the Dark,7.9,https://www.imdb.com/title/tt0168629
624,"
Drama            ",8½,8.0,https://www.imdb.com/title/tt0056801
625,"
Action, Adventure, Drama            ",Letters from Iwo Jima,7.9,https://www.imdb.com/title/tt0498380
626,"
Comedy, Drama            ",Being There,8.0,https://www.imdb.com/title/tt0078841
627,"
Drama            ",I Am Sam,7.6,https://www.imdb.com/title/tt0277027
628,"
Drama            ",Ikiru,8.3,https://www.imdb.com/title/tt0044741
629,"
Biography, Drama, Thriller            ",The Insider,7.8,https://www.imdb.com/title/tt0140352
630,"
Drama, Family, Musical            ",Fiddler on the Roof,8.0,https://www.imdb.com/title/tt0067093
631,"
Biography, Drama, History            ",The Last King of Scotland,7.6,https://www.imdb.com/title/tt0455590
632,"
Drama, Fantasy, Music            ",Pink Floyd: The Wall,8.0,https://www.imdb.com/title/tt0084503
633,"
Crime, Drama, Film-Noir            ",Double Indemnity,8.3,https://www.imdb.com/title/tt0036775
634,"
Action, Crime, Drama            ",K.G.F: Chapter 1,8.2,https://www.imdb.com/title/tt7838252
635,"
Animation, Action, Adventure            ",Kubo and the Two Strings,7.7,https://www.imdb.com/title/tt4302938
636,"
Comedy, Drama, Sci-Fi            ",PK,8.1,https://www.imdb.com/title/tt2338151
637,"
Crime, Film-Noir, Mystery            ",The Maltese Falcon,8.0,https://www.imdb.com/title/tt0033870
638,"
Action, Adventure, Drama            ",Hero,7.9,https://www.imdb.com/title/tt0299977
639,"
Comedy, Drama, Romance            ",50/50,7.6,https://www.imdb.com/title/tt1306980
640,"
Adventure, Biography, Drama            ",Togo,7.9,https://www.imdb.com/title/tt5116302
641,"
Drama            ",Kramer vs. Kramer,7.8,https://www.imdb.com/title/tt0079417
642,"
Comedy, Drama, Thriller            ",Barton Fink,7.6,https://www.imdb.com/title/tt0101410
643,"
Crime, Drama, Thriller            ",Shoplifters,7.9,https://www.imdb.com/title/tt8075192
644,"
Comedy, Romance            ",Roman Holiday,8.0,https://www.imdb.com/title/tt0046250
645,"
Drama, Horror            ",Eyes Without a Face,7.6,https://www.imdb.com/title/tt0053459
646,"
Drama            ",All About Eve,8.2,https://www.imdb.com/title/tt0042192
647,"
Comedy, Drama, Romance            ",Harold and Maude,7.9,https://www.imdb.com/title/tt0067185
648,"
Biography, Drama, Family            ",Finding Neverland,7.7,https://www.imdb.com/title/tt0308644
649,"
Adventure, Biography, Drama            ",The Right Stuff,7.8,https://www.imdb.com/title/tt0086197
650,"
Action, Crime, Thriller            ",The Raid 2,7.9,https://www.imdb.com/title/tt2265171
651,"
Adventure, Horror, Sci-Fi            ",King Kong,7.9,https://www.imdb.com/title/tt0024216
652,"
Drama, Mystery, Thriller            ",In the Heat of the Night,7.9,https://www.imdb.com/title/tt0061811
653,"
Comedy, Romance            ",The Philadelphia Story,7.9,https://www.imdb.com/title/tt0032904
654,"
Drama, Fantasy, Romance            ",Wings of Desire,8.0,https://www.imdb.com/title/tt0093191
655,"
Crime, Drama, Thriller            ",Miller's Crossing,7.7,https://www.imdb.com/title/tt0100150
656,"
Animation, Comedy, Drama            ",Mary and Max,8.1,https://www.imdb.com/title/tt0978762
657,"
Comedy, Drama            ",The Station Agent,7.6,https://www.imdb.com/title/tt0340377
658,"
Crime, Drama, Film-Noir            ",Touch of Evil,8.0,https://www.imdb.com/title/tt0052311
659,"
Drama, Horror, Thriller            ",Repulsion,7.6,https://www.imdb.com/title/tt0059646
660,"
Drama            ",Hamlet,7.8,https://www.imdb.com/title/tt0116477
661,"
Action, Drama, History            ",The Longest Day,7.7,https://www.imdb.com/title/tt0056197
662,"
Drama, Mystery, Sci-Fi            ",Open Your Eyes,7.7,https://www.imdb.com/title/tt0125659
663,"
Crime, Drama            ",Breathless,7.7,https://www.imdb.com/title/tt0053472
664,"
Drama, Music, Musical            ",All That Jazz,7.8,https://www.imdb.com/title/tt0078754
665,"
Comedy, Drama, Romance            ",Manhattan,7.9,https://www.imdb.com/title/tt0079522
666,"
Animation, Biography, Crime            ",Loving Vincent,7.8,https://www.imdb.com/title/tt3262342
667,"
Drama            ",Amour,7.9,https://www.imdb.com/title/tt1602620
668,"
Crime, Drama, Film-Noir            ",The Night of the Hunter,8.0,https://www.imdb.com/title/tt0048424
669,"
Drama, Music, Mystery            ",Three Colors: Blue,7.9,https://www.imdb.com/title/tt0108394
670,"
Drama            ",Mommy,8.0,https://www.imdb.com/title/tt3612616
671,"
Animation, Adventure, Family            ",Castle in the Sky,8.0,https://www.imdb.com/title/tt0092067
672,"
Animation, Action, Adventure            ",Dragon Ball Super: Broly,7.7,https://www.imdb.com/title/tt7961060
673,"
Action, Crime, Drama            ",The Chaser,7.8,https://www.imdb.com/title/tt1190539
674,"
Drama, Thriller, War            ",Black Book,7.7,https://www.imdb.com/title/tt0389557
675,"
Animation, Family, Fantasy            ",Fantasia,7.7,https://www.imdb.com/title/tt0032455
676,"
Action, Drama, History            ",United 93,7.6,https://www.imdb.com/title/tt0475276
677,"
Animation, Drama, Fantasy            ",Paprika,7.7,https://www.imdb.com/title/tt0851578
678,"
Drama            ",The Celebration,8.1,https://www.imdb.com/title/tt0154420
679,"
Comedy, Drama, War            ",The Great Dictator,8.4,https://www.imdb.com/title/tt0032553
680,"
Western            ",Rio Bravo,8.0,https://www.imdb.com/title/tt0053221
681,"
Drama, Romance, War            ",The Best Years of Our Lives,8.1,https://www.imdb.com/title/tt0036868
682,"
Animation, Adventure, Sci-Fi            ",Nausicaä of the Valley of the Wind,8.0,https://www.imdb.com/title/tt0087544
683,"
Crime, Drama, Film-Noir            ",Strangers on a Train,7.9,https://www.imdb.com/title/tt0044079
684,"
Animation, Action, Drama            ",Neon Genesis Evangelion: The End of Evangelion,8.0,https://www.imdb.com/title/tt0169858
685,"
Drama, Music, Romance            ",The Legend of 1900,8.0,https://www.imdb.com/title/tt0120731
686,"
Adventure, Comedy, Drama            ",Nebraska,7.7,https://www.imdb.com/title/tt1821549
687,"
Drama            ",Miracle in Cell No. 7,8.2,https://www.imdb.com/title/tt10431500
688,"
Biography, Drama, Music            ",Control,7.6,https://www.imdb.com/title/tt0421082
689,"
Animation, Biography, Drama            ",The Wind Rises,7.7,https://www.imdb.com/title/tt2013293
690,"
Crime, Drama, Mystery            ",Rashomon,8.2,https://www.imdb.com/title/tt0042876
691,"
Comedy, Drama, Romance            ",The Artist,7.9,https://www.imdb.com/title/tt1655442
692,"
Drama            ",Bicycle Thieves,8.3,https://www.imdb.com/title/tt0040522
693,"
Comedy, Drama, Romance            ",Modern Times,8.5,https://www.imdb.com/title/tt0027977
694,"
Animation, Adventure, Family            ",Wolfwalkers,8.0,https://www.imdb.com/title/tt5198068
695,"
Action, Crime, Drama            ",The Man from Nowhere,7.7,https://www.imdb.com/title/tt1527788
696,"
Biography, Drama, History            ",The Last Emperor,7.7,https://www.imdb.com/title/tt0093389
697,"
Biography, Drama, War            ",Patton,7.9,https://www.imdb.com/title/tt0066206
698,"
Drama, History, War            ",Zulu,7.7,https://www.imdb.com/title/tt0058777
699,"
Action, Comedy, Crime            ",Gangs of Wasseypur,8.2,https://www.imdb.com/title/tt1954470
700,"
Drama            ",25th Hour,7.6,https://www.imdb.com/title/tt0307901
701,"
Drama, Romance            ",Days of Heaven,7.8,https://www.imdb.com/title/tt0077405
702,"
Biography, Crime, Drama            ",In Cold Blood,7.9,https://www.imdb.com/title/tt0061809
703,"
Action, Crime, Thriller            ",Run Lola Run,7.7,https://www.imdb.com/title/tt0130827
704,"
Comedy, Drama, Romance            ",The Quiet Man,7.7,https://www.imdb.com/title/tt0045061
705,"
Drama            ",The Verdict,7.7,https://www.imdb.com/title/tt0084855
706,"
Drama, Music, Romance            ",Once,7.8,https://www.imdb.com/title/tt0907657
707,"
Comedy, Drama, Romance            ",Good Bye Lenin!,7.7,https://www.imdb.com/title/tt0301357
708,"
Comedy, Drama, Romance            ",Sabrina,7.6,https://www.imdb.com/title/tt0047437
709,"
Drama            ",Breaking the Waves,7.8,https://www.imdb.com/title/tt0115751
710,"
Action, Crime, Drama            ",Badlands,7.7,https://www.imdb.com/title/tt0069762
711,"
Thriller            ",Wait Until Dark,7.7,https://www.imdb.com/title/tt0062467
712,"
Animation, Comedy, Fantasy            ","South Park: Bigger, Longer & Uncut",7.7,https://www.imdb.com/title/tt0158983
713,"
Drama, Western            ",The Man Who Shot Liberty Valance,8.1,https://www.imdb.com/title/tt0056217
714,"
Crime, Drama, Mystery            ",Raatchasan,8.3,https://www.imdb.com/title/tt7060344
715,"
Comedy, Crime, Drama            ",Paper Moon,8.1,https://www.imdb.com/title/tt0070510
716,"
Comedy, Crime, Music            ",Andhadhun,8.2,https://www.imdb.com/title/tt8108198
717,"
Comedy, Romance, War            ",To Be or Not to Be,8.2,https://www.imdb.com/title/tt0035446
718,"
Drama            ",The Grapes of Wrath,8.1,https://www.imdb.com/title/tt0032551
719,"
Drama, War            ",Beasts of No Nation,7.7,https://www.imdb.com/title/tt1365050
720,"
Drama, War            ",Judgment at Nuremberg,8.3,https://www.imdb.com/title/tt0055031
721,"
Comedy, Drama            ",Guess Who's Coming to Dinner,7.8,https://www.imdb.com/title/tt0061735
722,"
Drama, Film-Noir, Romance            ",Notorious,7.9,https://www.imdb.com/title/tt0038787
723,"
Drama, Music, Romance            ",The Red Shoes,8.1,https://www.imdb.com/title/tt0040725
724,"
Biography, Crime, Drama            ",Sardar Udham,8.4,https://www.imdb.com/title/tt10280296
725,"
Comedy, Drama            ",Hannah and Her Sisters,7.9,https://www.imdb.com/title/tt0091167
726,"
Crime, Drama, Thriller            ",The Day of the Jackal,7.8,https://www.imdb.com/title/tt0069947
727,"
Drama            ",All About My Mother,7.8,https://www.imdb.com/title/tt0185125
728,"
Comedy, Drama, Musical            ",Zindagi Na Milegi Dobara,8.2,https://www.imdb.com/title/tt1562872
729,"
Biography, Drama, History            ",The Killing Fields,7.8,https://www.imdb.com/title/tt0087553
730,"
Crime, Drama, Horror            ",Diabolique,8.1,https://www.imdb.com/title/tt0046911
731,"
Drama            ",Short Term 12,7.9,https://www.imdb.com/title/tt2370248
732,"
Film-Noir, Thriller            ",Shadow of a Doubt,7.8,https://www.imdb.com/title/tt0036342
733,"
Crime, Drama            ",Lilya 4-Ever,7.8,https://www.imdb.com/title/tt0300140
734,"
Drama, Sport            ",The Hustler,8.0,https://www.imdb.com/title/tt0054997
735,"
Drama            ",Fanny and Alexander,8.1,https://www.imdb.com/title/tt0083922
736,"
Comedy, Drama, Romance            ",City Lights,8.5,https://www.imdb.com/title/tt0021749
737,"
Comedy, Drama, Music            ",Nashville,7.7,https://www.imdb.com/title/tt0073440
738,"
Biography, Drama, History            ",Ayla: The Daughter of War,8.3,https://www.imdb.com/title/tt6316138
739,"
Animation, Drama, Fantasy            ",Waking Life,7.7,https://www.imdb.com/title/tt0243017
740,"
Adventure, Drama, Western            ",Stagecoach,7.8,https://www.imdb.com/title/tt0031971
741,"
Action, Adventure, Comedy            ",Bajrangi Bhaijaan,8.1,https://www.imdb.com/title/tt3863552
742,"
Biography, Drama            ",My Left Foot,7.9,https://www.imdb.com/title/tt0097937
743,"
Comedy            ",Bringing Up Baby,7.8,https://www.imdb.com/title/tt0029947
744,"
Drama, Mystery            ",Anatomy of a Murder,8.0,https://www.imdb.com/title/tt0052561
745,"
Crime, Film-Noir, Mystery            ",The Big Sleep,7.9,https://www.imdb.com/title/tt0038355
746,"
Adventure, Drama            ",Fitzcarraldo,8.0,https://www.imdb.com/title/tt0083946
747,"
Biography, Drama            ",The Straight Story,8.0,https://www.imdb.com/title/tt0166896
748,"
Animation, Sci-Fi            ",Fantastic Planet,7.7,https://www.imdb.com/title/tt0070544
749,"
Crime, Drama            ",The 400 Blows,8.1,https://www.imdb.com/title/tt0053198
750,"
Drama, Mystery, Thriller            ",The White Ribbon,7.8,https://www.imdb.com/title/tt1149362
751,"
Drama, Mystery, Romance            ",Three Colors: Red,8.1,https://www.imdb.com/title/tt0111495
752,"
Drama            ",Cat on a Hot Tin Roof,7.9,https://www.imdb.com/title/tt0051459
753,"
Crime, Drama            ",Once Were Warriors,7.9,https://www.imdb.com/title/tt0110729
754,"
Action, Crime, Drama            ",Elite Squad,8.0,https://www.imdb.com/title/tt0861739
755,"
Comedy            ",The Discreet Charm of the Bourgeoisie,7.8,https://www.imdb.com/title/tt0068361
756,"
Action, Drama            ",Asuran,8.5,https://www.imdb.com/title/tt9477520
757,"
Action, Adventure, Romance            ",The Adventures of Robin Hood,7.9,https://www.imdb.com/title/tt0029843
758,"
Comedy, Drama, Music            ",Hedwig and the Angry Inch,7.7,https://www.imdb.com/title/tt0248845
759,"
Biography, Drama            ",Mirror,8.0,https://www.imdb.com/title/tt0072443
760,"
Adventure, Drama, Western            ",The Treasure of the Sierra Madre,8.2,https://www.imdb.com/title/tt0040897
761,"
Comedy, Drama, Fantasy            ",Underground,8.1,https://www.imdb.com/title/tt0114787
762,"
Comedy, Drama            ",Short Cuts,7.7,https://www.imdb.com/title/tt0108122
763,"
Biography, Drama, History            ",The Lion in Winter,7.9,https://www.imdb.com/title/tt0063227
764,"
Drama            ",In America,7.7,https://www.imdb.com/title/tt0298845
765,"
Crime, Drama, Film-Noir            ",The Killing,8.0,https://www.imdb.com/title/tt0049406
766,"
Drama            ",Pather Panchali,8.3,https://www.imdb.com/title/tt0048473
767,"
Comedy, Drama, Romance            ",My Sassy Girl,8.0,https://www.imdb.com/title/tt0293715
768,"
Animation, Biography, Drama            ",Persepolis,8.0,https://www.imdb.com/title/tt0808417
769,"
Comedy, Drama            ",Secrets & Lies,8.0,https://www.imdb.com/title/tt0117589
770,"
Action, Drama, Thriller            ",Yojimbo,8.2,https://www.imdb.com/title/tt0055630
771,"
Adventure, Biography, Drama            ",The Motorcycle Diaries,7.8,https://www.imdb.com/title/tt0318462
772,"
Animation, Drama, Family            ",The Breadwinner,7.7,https://www.imdb.com/title/tt3901826
773,"
Comedy, Drama            ",Mr. Smith Goes to Washington,8.1,https://www.imdb.com/title/tt0031679
774,"
Animation, Drama, Family            ",Whisper of the Heart,7.9,https://www.imdb.com/title/tt0113824
775,"
Crime, Drama, Thriller            ",Z,8.2,https://www.imdb.com/title/tt0065234
776,"
Mystery, Thriller            ",The Lady Vanishes,7.8,https://www.imdb.com/title/tt0030341
777,"
Adventure, Drama, Romance            ",The African Queen,7.7,https://www.imdb.com/title/tt0043265
778,"
Drama            ",Evil,7.7,https://www.imdb.com/title/tt0338309
779,"
Action, Adventure, Biography            ","Aguirre, the Wrath of God",7.8,https://www.imdb.com/title/tt0068182
780,"
Drama, Mystery, Romance            ",A Very Long Engagement,7.6,https://www.imdb.com/title/tt0344510
781,"
Drama, Mystery, Romance            ",Talk to Her,7.9,https://www.imdb.com/title/tt0287467
782,"
Drama, Family, Sport            ",Children of Heaven,8.2,https://www.imdb.com/title/tt0118849
783,"
Drama, Thriller            ",Cape Fear,7.7,https://www.imdb.com/title/tt0055824
784,"
Biography, Drama            ",The Diving Bell and the Butterfly,8.0,https://www.imdb.com/title/tt0401383
785,"
Crime, Drama, Romance            ",3-Iron,7.9,https://www.imdb.com/title/tt0423866
786,"
Action, Crime, Drama            ",Infernal Affairs,8.0,https://www.imdb.com/title/tt0338564
787,"
Drama, Romance            ",96,8.5,https://www.imdb.com/title/tt7019842
788,"
Drama, Music, Romance            ",The Broken Circle Breakdown,7.7,https://www.imdb.com/title/tt2024519
789,"
Crime, Drama, Film-Noir            ",Out of the Past,8.0,https://www.imdb.com/title/tt0039689
790,"
Crime, Mystery, Thriller            ",The 39 Steps,7.6,https://www.imdb.com/title/tt0026029
791,"
Action, Biography, Drama            ",Shershaah,8.4,https://www.imdb.com/title/tt10295212
792,"
Crime, Drama, Mystery            ",High and Low,8.4,https://www.imdb.com/title/tt0057565
793,"
Drama, Film-Noir, Mystery            ",Laura,7.9,https://www.imdb.com/title/tt0037008
794,"
Comedy, Drama, Music            ",The Chorus,7.8,https://www.imdb.com/title/tt0372824
795,"
Animation, Adventure, Drama            ",Song of the Sea,8.0,https://www.imdb.com/title/tt1865505
796,"
Animation, Adventure, Comedy            ",Porco Rosso,7.7,https://www.imdb.com/title/tt0104652
797,"
Drama, Family            ",Like Stars on Earth,8.4,https://www.imdb.com/title/tt0986264
798,"
Drama, Romance            ",Head-On,7.9,https://www.imdb.com/title/tt0347048
799,"
Drama, Fantasy, Music            ",The Double Life of Véronique,7.7,https://www.imdb.com/title/tt0101765
800,"
Comedy, Mystery            ",The Thin Man,7.9,https://www.imdb.com/title/tt0025878
801,"
Drama, History            ",The Leopard,8.0,https://www.imdb.com/title/tt0057091
802,"
Drama, Romance            ",Wild Strawberries,8.1,https://www.imdb.com/title/tt0050986
803,"
Crime, Drama            ",Le Samouraï,8.0,https://www.imdb.com/title/tt0062229
804,"
Biography, Drama, Sport            ",The World's Fastest Indian,7.8,https://www.imdb.com/title/tt0412080
805,"
Drama            ",Soorarai Pottru,8.7,https://www.imdb.com/title/tt10189514
806,"
Comedy, Drama, Romance            ",Three Colors: White,7.6,https://www.imdb.com/title/tt0111507
807,"
Drama, Romance            ",Brief Encounter,8.0,https://www.imdb.com/title/tt0037558
808,"
Biography, Comedy, Drama            ",Philomena,7.6,https://www.imdb.com/title/tt2431286
809,"
Crime, Drama, Film-Noir            ",The Asphalt Jungle,7.8,https://www.imdb.com/title/tt0042208
810,"
Comedy, Drama, Family            ",Miracle on 34th Street,7.9,https://www.imdb.com/title/tt0039628
811,"
Animation, Adventure, Drama            ",The Little Prince,7.7,https://www.imdb.com/title/tt1754656
812,"
Drama, War            ",The Battle of Algiers,8.1,https://www.imdb.com/title/tt0058946
813,"
Drama, Western            ",Red River,7.8,https://www.imdb.com/title/tt0040724
814,"
Action, Drama, Thriller            ",Joint Security Area,7.8,https://www.imdb.com/title/tt0260991
815,"
Comedy            ",The Odd Couple,7.6,https://www.imdb.com/title/tt0063374
816,"
Drama, History, War            ",Land of Mine,7.8,https://www.imdb.com/title/tt3841424
817,"
Adventure, Biography, Drama            ",Dersu Uzala,8.2,https://www.imdb.com/title/tt0071411
818,"
Action, Crime, Drama            ",Scarface,7.7,https://www.imdb.com/title/tt0023427
819,"
Comedy, Drama, Musical            ",Kal Ho Naa Ho,7.9,https://www.imdb.com/title/tt0347304
820,"
Drama, Musical, Sport            ",Lagaan: Once Upon a Time in India,8.1,https://www.imdb.com/title/tt0169102
821,"
Animation, Action, Crime            ",Cowboy Bebop: The Movie,7.8,https://www.imdb.com/title/tt0275277
822,"
Crime, Drama            ",Leviathan,7.6,https://www.imdb.com/title/tt2802154
823,"
Drama            ","I, Daniel Blake",7.8,https://www.imdb.com/title/tt5168192
824,"
Biography, Drama, History            ",Andrei Rublev,8.1,https://www.imdb.com/title/tt0060107
825,"
Drama, Romance            ",Happy Together,7.7,https://www.imdb.com/title/tt0118845
826,"
Animation, Drama, Family            ",The Tale of The Princess Kaguya,8.0,https://www.imdb.com/title/tt2576852
827,"
Crime, Drama            ",A Prophet,7.8,https://www.imdb.com/title/tt1235166
828,"
Drama            ",The Conformist,7.9,https://www.imdb.com/title/tt0065571
829,"
Comedy, Drama, Family            ",English Vinglish,7.8,https://www.imdb.com/title/tt2181931
830,"
Animation, Drama, Family            ",When Marnie Was There,7.7,https://www.imdb.com/title/tt3398268
831,"
Comedy, Drama, Fantasy            ",Harvey,7.9,https://www.imdb.com/title/tt0042546
832,"
Comedy, Drama, Romance            ",His Girl Friday,7.8,https://www.imdb.com/title/tt0032599
833,"
Biography, Drama, History            ",The Message,8.1,https://www.imdb.com/title/tt0074896
834,"
Biography, Drama, History            ",A Man for All Seasons,7.7,https://www.imdb.com/title/tt0060665
835,"
Comedy, Drama            ",Night on Earth,7.7,https://www.imdb.com/title/tt0102536
836,"
Drama, Musical            ",Swades,8.2,https://www.imdb.com/title/tt0367110
837,"
Adventure, Drama, Romance            ",My Name Is Khan,7.9,https://www.imdb.com/title/tt1188996
838,"
Comedy, Drama, Family            ",The Kid,8.3,https://www.imdb.com/title/tt0012349
839,"
Action, Crime, Drama            ",Key Largo,7.7,https://www.imdb.com/title/tt0040506
840,"
Drama, Music, Romance            ",Farewell My Concubine,8.1,https://www.imdb.com/title/tt0106332
841,"
Drama            ",Cries & Whispers,8.0,https://www.imdb.com/title/tt0069467
842,"
Drama, Romance            ","Spring, Summer, Fall, Winter... and Spring",8.0,https://www.imdb.com/title/tt0374546
843,"
Adventure, Comedy, Film-Noir            ",To Have and Have Not,7.8,https://www.imdb.com/title/tt0037382
844,"
Comedy, Crime, Romance            ","Black Cat, White Cat",8.0,https://www.imdb.com/title/tt0118843
845,"
Drama, History, War            ","Quo Vadis, Aida?",8.0,https://www.imdb.com/title/tt8633462
846,"
Drama            ",Tokyo Story,8.2,https://www.imdb.com/title/tt0046438
847,"
Biography, Drama            ",The Sea Inside,8.0,https://www.imdb.com/title/tt0369702
848,"
Comedy, Drama, War            ",Stalag 17,8.0,https://www.imdb.com/title/tt0046359
849,"
Comedy, Drama            ",I Remember,7.9,https://www.imdb.com/title/tt0071129
850,"
Comedy, Drama, Family            ",The Muppet Christmas Carol,7.7,https://www.imdb.com/title/tt0104940
851,"
Drama, Romance            ",Dilwale Dulhania Le Jayenge,8.0,https://www.imdb.com/title/tt0112870
852,"
Biography, Drama, Sport            ",M.S. Dhoni: The Untold Story,7.9,https://www.imdb.com/title/tt4169250
853,"
Biography, Drama, History            ",The Passion of Joan of Arc,8.2,https://www.imdb.com/title/tt0019254
854,"
Adventure, History, War            ",The Man Who Would Be King,7.8,https://www.imdb.com/title/tt0073341
855,"
Crime, Drama, Film-Noir            ",Mildred Pierce,7.9,https://www.imdb.com/title/tt0037913
856,"
Animation, Action, Adventure            ",Ninja Scroll,7.8,https://www.imdb.com/title/tt0107692
857,"
Action, Crime, Thriller            ",Hard Boiled,7.7,https://www.imdb.com/title/tt0104684
858,"
Drama            ",The Sacrifice,7.9,https://www.imdb.com/title/tt0091670
859,"
Drama            ","4 Months, 3 Weeks and 2 Days",7.9,https://www.imdb.com/title/tt1032846
860,"
Drama, Thriller            ",The Experiment,7.7,https://www.imdb.com/title/tt0250258
861,"
Action, Adventure, Comedy            ",The General,8.2,https://www.imdb.com/title/tt0017925
862,"
Biography, Drama, History            ",Inherit the Wind,8.1,https://www.imdb.com/title/tt0053946
863,"
Comedy, Drama, Romance            ",The Shop Around the Corner,8.0,https://www.imdb.com/title/tt0033045
864,"
Drama, Film-Noir            ",Sweet Smell of Success,8.0,https://www.imdb.com/title/tt0051036
865,"
Drama, Musical, Romance            ",The Umbrellas of Cherbourg,7.8,https://www.imdb.com/title/tt0058450
866,"
Biography, Drama, History            ",Frost/Nixon,7.7,https://www.imdb.com/title/tt0870111
867,"
Drama, Romance            ",The Lunchbox,7.8,https://www.imdb.com/title/tt2350496
868,"
Biography, Drama, Music            ",Shine,7.7,https://www.imdb.com/title/tt0117631
869,"
Drama            ",After the Wedding,7.7,https://www.imdb.com/title/tt0457655
870,"
Animation, Drama, Family            ",Wolf Children,8.1,https://www.imdb.com/title/tt2140203
871,"
Crime, Drama, Thriller            ",Nine Queens,7.9,https://www.imdb.com/title/tt0247586
872,"
Drama, Mystery, Romance            ",L'Avventura,7.8,https://www.imdb.com/title/tt0053619
873,"
Action, Drama, History            ",Uri: The Surgical Strike,8.2,https://www.imdb.com/title/tt8291224
874,"
Drama, Music, Romance            ",Gully Boy,7.9,https://www.imdb.com/title/tt2395469
875,"
Drama, History, Music            ",Joyeux Noel,7.7,https://www.imdb.com/title/tt0424205
876,"
Drama, Family            ",My Father and My Son,8.2,https://www.imdb.com/title/tt0476735
877,"
Drama            ",Nostalghia,8.0,https://www.imdb.com/title/tt0086022
878,"
Animation, Action, Adventure            ",Batman: Mask of the Phantasm,7.8,https://www.imdb.com/title/tt0106364
879,"
Drama            ",Taste of Cherry,7.7,https://www.imdb.com/title/tt0120265
880,"
Drama, Music            ",Autumn Sonata,8.1,https://www.imdb.com/title/tt0077711
