,movie_title,year,certificate,time_minute,genres,imdb_score,movie_imdb_link,metascore,vote
452,The Lego Movie,2014,PG,100,"
Animation, Action, Adventure            ",7.7,https://www.imdb.com/title/tt1490017,83,355337
453,"Blood In, Blood Out",1993,R,180,"
Crime, Drama            ",7.9,https://www.imdb.com/title/tt0106469,47,31661
454,Cool Hand Luke,1967,GP,127,"
Crime, Drama            ",8.1,https://www.imdb.com/title/tt0061512,92,177672
455,What Ever Happened to Baby Jane?,1962,Passed,134,"
Drama, Horror, Thriller            ",8.0,https://www.imdb.com/title/tt0056687,75,57008
456,Walk the Line,2005,PG-13,136,"
Biography, Drama, Music            ",7.8,https://www.imdb.com/title/tt0358273,72,251808
457,Dogville,2003,R,178,"
Crime, Drama            ",8.0,https://www.imdb.com/title/tt0276919,60,149470
458,Dark City,1998,R,100,"
Fantasy, Mystery, Sci-Fi            ",7.6,https://www.imdb.com/title/tt0118929,66,200781
459,Big Hero 6,2014,PG,102,"
Animation, Action, Adventure            ",7.8,https://www.imdb.com/title/tt2245084,74,460633
460,Toy Story 2,1999,G,92,"
Animation, Adventure, Comedy            ",7.9,https://www.imdb.com/title/tt0120363,88,579663
461,Eastern Promises,2007,R,100,"
Crime, Drama, Thriller            ",7.6,https://www.imdb.com/title/tt0765443,82,243963
462,Raging Bull,1980,R,129,"
Biography, Drama, Sport            ",8.2,https://www.imdb.com/title/tt0081398,89,353690
463,Changeling,2008,R,141,"
Biography, Crime, Drama            ",7.8,https://www.imdb.com/title/tt0824747,63,256076
464,The Great Escape,1963,Approved,172,"
Adventure, Drama, History            ",8.2,https://www.imdb.com/title/tt0057115,86,244708
465,Butch Cassidy and the Sundance Kid,1969,PG,110,"
Biography, Crime, Drama            ",8.0,https://www.imdb.com/title/tt0064115,66,216369
466,Donnie Brasco,1997,R,127,"
Biography, Crime, Drama            ",7.7,https://www.imdb.com/title/tt0119008,76,308920
467,This Is Spinal Tap,1984,R,82,"
Comedy, Music            ",7.9,https://www.imdb.com/title/tt0088258,92,140245
468,Snow White and the Seven Dwarfs,1937,Approved,83,"
Animation, Adventure, Family            ",7.6,https://www.imdb.com/title/tt0029583,95,200056
469,The Road Warrior,1981,R,96,"
Action, Adventure, Sci-Fi            ",7.6,https://www.imdb.com/title/tt0082694,77,181543
470,Sling Blade,1996,R,135,"
Drama            ",8.0,https://www.imdb.com/title/tt0117666,84,94407
471,The Boondock Saints,1999,R,108,"
Action, Thriller            ",7.7,https://www.imdb.com/title/tt0144117,44,239921
472,The Mitchells vs the Machines,2021,PG,114,"
Animation, Adventure, Comedy            ",7.6,https://www.imdb.com/title/tt7979580,81,107946
473,Boyhood,2014,R,165,"
Drama            ",7.9,https://www.imdb.com/title/tt1065073,100,354723
474,Glengarry Glen Ross,1992,R,100,"
Crime, Drama, Mystery            ",7.7,https://www.imdb.com/title/tt0104348,82,106110
475,Stalker,1979,Not Rated,162,"
Drama, Sci-Fi            ",8.1,https://www.imdb.com/title/tt0079944,,134436
476,Being John Malkovich,1999,R,113,"
Comedy, Drama, Fantasy            ",7.8,https://www.imdb.com/title/tt0120601,90,336010
477,The Naked Gun: From the Files of Police Squad!,1988,PG-13,85,"
Comedy, Crime            ",7.6,https://www.imdb.com/title/tt0095705,76,170419
478,Dog Day Afternoon,1975,R,125,"
Biography, Crime, Drama            ",8.0,https://www.imdb.com/title/tt0072890,86,257485
479,Baahubali: The Beginning,2015,Not Rated,159,"
Action, Drama            ",8.0,https://www.imdb.com/title/tt2631186,,125244
480,End of Watch,2012,R,109,"
Action, Adventure, Crime            ",7.6,https://www.imdb.com/title/tt1855199,68,249304
481,Awakenings,1990,PG-13,121,"
Biography, Drama            ",7.8,https://www.imdb.com/title/tt0099077,74,142234
482,"Crouching Tiger, Hidden Dragon",2000,PG-13,120,"
Action, Adventure, Drama            ",7.9,https://www.imdb.com/title/tt0190332,94,269771
483,Life of Brian,1979,R,94,"
Comedy            ",8.0,https://www.imdb.com/title/tt0079470,77,399601
484,Gone Baby Gone,2007,R,114,"
Crime, Drama, Mystery            ",7.6,https://www.imdb.com/title/tt0452623,72,272891
485,Hunt for the Wilderpeople,2016,PG-13,101,"
Adventure, Comedy, Drama            ",7.8,https://www.imdb.com/title/tt4698684,81,131032
486,The Ten Commandments,1956,G,220,"
Adventure, Drama, Family            ",7.9,https://www.imdb.com/title/tt0049833,,71415
487,Singin' in the Rain,1952,G,103,"
Comedy, Musical, Romance            ",8.3,https://www.imdb.com/title/tt0045152,99,242305
488,Carlito's Way,1993,R,144,"
Crime, Drama, Thriller            ",7.9,https://www.imdb.com/title/tt0106519,65,218976
489,Akira,1988,R,124,"
Animation, Action, Drama            ",8.0,https://www.imdb.com/title/tt0094625,67,186760
490,Before Sunset,2004,R,80,"
Drama, Romance            ",8.1,https://www.imdb.com/title/tt0381681,90,264025
491,Captain Phillips,2013,PG-13,134,"
Action, Biography, Crime            ",7.8,https://www.imdb.com/title/tt1535109,82,459910
492,Philadelphia,1993,PG-13,125,"
Drama            ",7.7,https://www.imdb.com/title/tt0107818,66,242651
493,The Remains of the Day,1993,PG,134,"
Drama, Romance            ",7.8,https://www.imdb.com/title/tt0107943,86,75021
494,The Invisible Man,1933,TV-PG,71,"
Horror, Sci-Fi            ",7.6,https://www.imdb.com/title/tt0024184,87,36019
495,Bridge of Spies,2015,PG-13,142,"
Drama, History, Thriller            ",7.6,https://www.imdb.com/title/tt3682448,81,311441
496,The Wages of Fear,1953,Not Rated,131,"
Adventure, Drama, Thriller            ",8.2,https://www.imdb.com/title/tt0046268,85,61560
497,Rebecca,1940,Approved,130,"
Drama, Film-Noir, Mystery            ",8.1,https://www.imdb.com/title/tt0032976,86,137662
498,In a Lonely Place,1950,Not Rated,94,"
Drama, Film-Noir, Mystery            ",7.9,https://www.imdb.com/title/tt0042593,,31998
499,Midnight Cowboy,1969,R,113,"
Drama            ",7.8,https://www.imdb.com/title/tt0064665,79,111561
500,A Separation,2011,PG-13,123,"
Drama            ",8.3,https://www.imdb.com/title/tt1832382,95,245183
501,Enter the Dragon,1973,R,102,"
Action, Crime, Drama            ",7.6,https://www.imdb.com/title/tt0070034,83,105146
502,The Holy Mountain,1973,R,114,"
Adventure, Drama, Fantasy            ",7.8,https://www.imdb.com/title/tt0071615,76,43555
503,Fried Green Tomatoes,1991,PG-13,130,"
Drama            ",7.7,https://www.imdb.com/title/tt0101921,64,75499
504,Hachi: A Dog's Tale,2009,G,93,"
Biography, Drama, Family            ",8.1,https://www.imdb.com/title/tt1028532,,284760
505,Ed Wood,1994,R,127,"
Biography, Comedy, Drama            ",7.8,https://www.imdb.com/title/tt0109707,70,177012
506,La haine,1995,Not Rated,98,"
Crime, Drama            ",8.1,https://www.imdb.com/title/tt0113247,,173761
507,Naked,1993,Not Rated,131,"
Comedy, Drama            ",7.7,https://www.imdb.com/title/tt0107653,85,39897
508,Dangal,2016,Not Rated,161,"
Action, Biography, Drama            ",8.3,https://www.imdb.com/title/tt5074352,,190884
509,This Is England,2006,Not Rated,101,"
Crime, Drama            ",7.7,https://www.imdb.com/title/tt0480025,86,122827
510,JFK,1991,R,189,"
Drama, History, Thriller            ",8.0,https://www.imdb.com/title/tt0102138,72,156718
511,The Fall,2006,R,117,"
Adventure, Drama, Fantasy            ",7.8,https://www.imdb.com/title/tt0460791,64,112764
512,Sunset Blvd.,1950,Passed,110,"
Drama, Film-Noir            ",8.4,https://www.imdb.com/title/tt0043014,,221942
513,Roma,2018,R,135,"
Drama            ",7.7,https://www.imdb.com/title/tt6155172,96,158382
514,Gaslight,1944,Passed,114,"
Crime, Drama, Mystery            ",7.8,https://www.imdb.com/title/tt0036855,78,29630
515,Spartacus,1960,PG-13,197,"
Adventure, Biography, Drama            ",7.9,https://www.imdb.com/title/tt0054331,87,135497
516,The Raid: Redemption,2011,R,101,"
Action, Crime, Thriller            ",7.6,https://www.imdb.com/title/tt1899353,73,205360
517,Ordinary People,1980,R,124,"
Drama            ",7.7,https://www.imdb.com/title/tt0081283,86,52669
518,The Elephant Man,1980,PG,124,"
Biography, Drama            ",8.2,https://www.imdb.com/title/tt0080678,78,241280
519,Planet of the Apes,1968,G,112,"
Adventure, Sci-Fi            ",8.0,https://www.imdb.com/title/tt0063442,79,180747
520,A Fistful of Dollars,1964,R,99,"
Action, Drama, Western            ",7.9,https://www.imdb.com/title/tt0058461,65,217860
521,The Manchurian Candidate,1962,PG-13,126,"
Drama, Thriller            ",7.9,https://www.imdb.com/title/tt0056218,94,76045
522,Isle of Dogs,2018,PG-13,101,"
Animation, Adventure, Comedy            ",7.8,https://www.imdb.com/title/tt5104604,82,168870
523,Lord of War,2005,R,122,"
Crime, Drama            ",7.6,https://www.imdb.com/title/tt0399295,62,318148
524,The Bourne Supremacy,2004,PG-13,108,"
Action, Mystery, Thriller            ",7.7,https://www.imdb.com/title/tt0372183,73,464030
525,Dirty Harry,1971,R,102,"
Action, Crime, Thriller            ",7.7,https://www.imdb.com/title/tt0066999,87,157396
526,Annie Hall,1977,PG,93,"
Comedy, Romance            ",8.0,https://www.imdb.com/title/tt0075686,92,265982
527,The Man from Earth,2007,Not Rated,87,"
Drama, Fantasy, Mystery            ",7.9,https://www.imdb.com/title/tt0756683,,188088
528,Traffic,2000,R,147,"
Crime, Drama, Thriller            ",7.6,https://www.imdb.com/title/tt0181865,86,208069
529,The Girl with the Dragon Tattoo,2009,R,152,"
Crime, Drama, Mystery            ",7.8,https://www.imdb.com/title/tt1132620,76,217261
530,"Paris, Texas",1984,R,145,"
Drama            ",8.1,https://www.imdb.com/title/tt0087884,80,106642
531,The Bourne Ultimatum,2007,PG-13,115,"
Action, Mystery, Thriller            ",8.0,https://www.imdb.com/title/tt0440963,85,634740
532,Belle de Jour,1967,R,100,"
Drama, Romance            ",7.7,https://www.imdb.com/title/tt0061395,,45182
533,Seven Pounds,2008,PG-13,123,"
Drama            ",7.6,https://www.imdb.com/title/tt0814314,36,303515
534,Match Point,2005,R,124,"
Drama, Romance, Thriller            ",7.6,https://www.imdb.com/title/tt0416320,72,218796
535,Serpico,1973,R,130,"
Biography, Crime, Drama            ",7.7,https://www.imdb.com/title/tt0070666,81,123877
536,The Bridge on the River Kwai,1957,PG,161,"
Adventure, Drama, War            ",8.2,https://www.imdb.com/title/tt0050212,87,221009
537,Kung Fu Hustle,2004,R,99,"
Action, Comedy, Fantasy            ",7.7,https://www.imdb.com/title/tt0373074,78,140412
538,The Cabinet of Dr. Caligari,1920,Not Rated,67,"
Horror, Mystery, Thriller            ",8.0,https://www.imdb.com/title/tt0010323,,64469
539,It Happened One Night,1934,Passed,105,"
Comedy, Romance            ",8.1,https://www.imdb.com/title/tt0025316,87,104356
540,The Day the Earth Stood Still,1951,G,92,"
Drama, Sci-Fi            ",7.8,https://www.imdb.com/title/tt0043456,,82362
541,The Name of the Rose,1986,R,130,"
Drama, Mystery, Thriller            ",7.7,https://www.imdb.com/title/tt0091605,54,109364
542,Chungking Express,1994,PG-13,102,"
Comedy, Crime, Drama            ",8.0,https://www.imdb.com/title/tt0109424,78,82229
543,From Here to Eternity,1953,Passed,118,"
Drama, Romance, War            ",7.6,https://www.imdb.com/title/tt0045793,85,47416
544,Kiki's Delivery Service,1989,G,103,"
Animation, Adventure, Family            ",7.8,https://www.imdb.com/title/tt0097814,83,145076
545,Klaus,2019,PG,96,"
Animation, Adventure, Comedy            ",8.1,https://www.imdb.com/title/tt4729430,65,148466
546,The Jungle Book,1967,G,78,"
Animation, Adventure, Comedy            ",7.6,https://www.imdb.com/title/tt0061852,65,183600
547,Flipped,2010,PG,90,"
Comedy, Drama, Romance            ",7.7,https://www.imdb.com/title/tt0817177,45,90504
548,Network,1976,R,121,"
Drama            ",8.1,https://www.imdb.com/title/tt0074958,83,160033
549,Amores perros,2000,R,154,"
Drama, Thriller            ",8.1,https://www.imdb.com/title/tt0245712,83,240795
550,A Silent Voice: The Movie,2016,Not Rated,130,"
Animation, Drama            ",8.1,https://www.imdb.com/title/tt5323662,78,81525
551,M,1931,Passed,99,"
Crime, Mystery, Thriller            ",8.3,https://www.imdb.com/title/tt0022100,,158223
552,Searching,2018,PG-13,102,"
Drama, Horror, Mystery            ",7.6,https://www.imdb.com/title/tt7668870,71,163004
553,All the President's Men,1976,PG,138,"
Drama, History, Thriller            ",7.9,https://www.imdb.com/title/tt0074119,84,116288
554,Rushmore,1998,R,93,"
Comedy, Drama, Romance            ",7.6,https://www.imdb.com/title/tt0128445,86,186239
555,Before Midnight,2013,R,109,"
Drama, Romance            ",7.9,https://www.imdb.com/title/tt2209418,94,158664
556,The Wrestler,2008,R,109,"
Drama, Sport            ",7.9,https://www.imdb.com/title/tt1125849,80,306676
557,Sing Street,2016,PG-13,106,"
Comedy, Drama, Music            ",7.9,https://www.imdb.com/title/tt3544112,79,94097
558,The Bridges of Madison County,1995,PG-13,135,"
Drama, Romance            ",7.6,https://www.imdb.com/title/tt0112579,69,82330
559,Doctor Zhivago,1965,PG-13,197,"
Drama, Romance, War            ",7.9,https://www.imdb.com/title/tt0059113,69,77071
560,Ray,2004,PG-13,152,"
Biography, Drama, Music            ",7.7,https://www.imdb.com/title/tt0350258,73,148627
561,Ghost in the Shell,1995,TV-MA,83,"
Animation, Action, Crime            ",7.9,https://www.imdb.com/title/tt0113568,76,143546
562,Glory,1989,R,122,"
Biography, Drama, History            ",7.8,https://www.imdb.com/title/tt0097441,78,135638
563,The Apartment,1960,Approved,125,"
Comedy, Drama, Romance            ",8.3,https://www.imdb.com/title/tt0053604,94,181722
564,Adaptation.,2002,R,115,"
Comedy, Drama            ",7.7,https://www.imdb.com/title/tt0268126,83,193348
565,Harakiri,1962,Not Rated,133,"
Action, Drama, Mystery            ",8.6,https://www.imdb.com/title/tt0056058,85,57058
566,The Seventh Seal,1957,Not Rated,96,"
Drama, Fantasy            ",8.1,https://www.imdb.com/title/tt0050976,88,185492
567,Demon Slayer the Movie: Mugen Train,2020,R,117,"
Animation, Action, Adventure            ",8.2,https://www.imdb.com/title/tt11032374,72,57531
568,Baahubali 2: The Conclusion,2017,Not Rated,167,"
Action, Drama            ",8.2,https://www.imdb.com/title/tt4849438,,101472
569,The Magnificent Seven,1960,Approved,128,"
Action, Adventure, Western            ",7.7,https://www.imdb.com/title/tt0054047,74,95478
570,The Best Offer,2013,R,131,"
Crime, Drama, Mystery            ",7.8,https://www.imdb.com/title/tt1924396,49,119815
571,In the Name of the Father,1993,R,133,"
Biography, Crime, Drama            ",8.1,https://www.imdb.com/title/tt0107207,84,175388
572,Bonnie and Clyde,1967,R,111,"
Action, Biography, Crime            ",7.7,https://www.imdb.com/title/tt0061418,86,113628
573,Gandhi,1982,PG,191,"
Biography, Drama            ",8.1,https://www.imdb.com/title/tt0083987,79,231954
574,Papillon,1973,R,151,"
Biography, Crime, Drama            ",8.0,https://www.imdb.com/title/tt0070511,58,131142
575,Ip Man,2008,R,106,"
Action, Biography, Drama            ",8.0,https://www.imdb.com/title/tt1220719,59,224297
576,After Hours,1985,R,97,"
Comedy, Crime, Drama            ",7.6,https://www.imdb.com/title/tt0088680,90,70062
577,Rope,1948,Approved,80,"
Crime, Drama, Mystery            ",7.9,https://www.imdb.com/title/tt0040746,73,144255
578,The King of Comedy,1982,PG,109,"
Comedy, Crime, Drama            ",7.8,https://www.imdb.com/title/tt0085794,73,104417
579,East of Eden,1955,PG,118,"
Drama            ",7.8,https://www.imdb.com/title/tt0048028,72,45919
580,How to Train Your Dragon 2,2014,PG,102,"
Animation, Action, Adventure            ",7.8,https://www.imdb.com/title/tt1646971,77,335734
581,Paths of Glory,1957,Approved,88,"
Drama, War            ",8.4,https://www.imdb.com/title/tt0050825,90,197442
582,The Great Beauty,2013,Not Rated,141,"
Drama            ",7.7,https://www.imdb.com/title/tt2358891,86,91262
583,Jai Bhim,2021,TV-MA,164,"
Crime, Drama, Mystery            ",8.9,https://www.imdb.com/title/tt15097216,,200553
584,Invasion of the Body Snatchers,1956,Approved,80,"
Drama, Horror, Sci-Fi            ",7.7,https://www.imdb.com/title/tt0049366,92,50607
585,High Noon,1952,PG,85,"
Drama, Thriller, Western            ",8.0,https://www.imdb.com/title/tt0044706,89,104802
586,Persona,1966,Not Rated,83,"
Drama, Thriller            ",8.1,https://www.imdb.com/title/tt0060827,86,119057
587,Cabaret,1972,PG,124,"
Drama, Music, Musical            ",7.8,https://www.imdb.com/title/tt0068327,80,55543
588,Hotel Rwanda,2004,PG-13,121,"
Biography, Drama, History            ",8.1,https://www.imdb.com/title/tt0395169,79,355774
589,October Sky,1999,PG,108,"
Biography, Drama, Family            ",7.8,https://www.imdb.com/title/tt0132477,71,91702
590,Witness for the Prosecution,1957,Approved,116,"
Crime, Drama, Mystery            ",8.4,https://www.imdb.com/title/tt0051201,76,125595
591,Ponyo,2008,G,101,"
Animation, Adventure, Comedy            ",7.6,https://www.imdb.com/title/tt0876563,86,144342
592,For a Few Dollars More,1965,R,132,"
Western            ",8.2,https://www.imdb.com/title/tt0059578,74,256763
593,On the Waterfront,1954,Approved,108,"
Crime, Drama, Thriller            ",8.1,https://www.imdb.com/title/tt0047296,91,155531
594,Ran,1985,R,162,"
Action, Drama, War            ",8.2,https://www.imdb.com/title/tt0089881,96,125960
595,My Fair Lady,1964,G,170,"
Drama, Family, Musical            ",7.8,https://www.imdb.com/title/tt0058385,95,95981
596,The Conversation,1974,PG,113,"
Drama, Mystery, Thriller            ",7.8,https://www.imdb.com/title/tt0071360,87,112566
597,Billy Elliot,2000,R,110,"
Drama, Music            ",7.7,https://www.imdb.com/title/tt0249462,74,135489
598,Dawn of the Planet of the Apes,2014,PG-13,130,"
Action, Adventure, Drama            ",7.6,https://www.imdb.com/title/tt2103281,79,441930
599,Charade,1963,Passed,113,"
Comedy, Mystery, Romance            ",7.9,https://www.imdb.com/title/tt0056923,83,78197
600,Lucky Number Slevin,2006,R,110,"
Crime, Drama, Thriller            ",7.7,https://www.imdb.com/title/tt0425210,53,313961
601,Mississippi Burning,1988,R,128,"
Crime, Drama, History            ",7.8,https://www.imdb.com/title/tt0095647,65,101417
602,The Vanishing,1988,Not Rated,107,"
Mystery, Thriller            ",7.7,https://www.imdb.com/title/tt0096163,,39563
603,The French Connection,1971,R,104,"
Action, Crime, Drama            ",7.7,https://www.imdb.com/title/tt0067116,94,123508
604,Solaris,1972,PG,167,"
Drama, Mystery, Sci-Fi            ",8.0,https://www.imdb.com/title/tt0069293,90,91662
605,Kaithi,2019,Not Rated,145,"
Action, Adventure, Crime            ",8.5,https://www.imdb.com/title/tt9900782,,31976
606,The Searchers,1956,Passed,119,"
Adventure, Drama, Western            ",7.9,https://www.imdb.com/title/tt0049730,94,89884
607,The Taking of Pelham One Two Three,1974,R,104,"
Action, Crime, Thriller            ",7.6,https://www.imdb.com/title/tt0072251,68,31251
608,Malcolm X,1992,PG-13,202,"
Biography, Drama, History            ",7.7,https://www.imdb.com/title/tt0104797,73,95174
609,A Streetcar Named Desire,1951,PG,122,"
Drama            ",7.9,https://www.imdb.com/title/tt0044081,97,108770
610,Cinderella Man,2005,PG-13,144,"
Biography, Drama, Romance            ",8.0,https://www.imdb.com/title/tt0352248,69,188531
611,The Third Man,1949,Approved,93,"
Film-Noir, Mystery, Thriller            ",8.1,https://www.imdb.com/title/tt0041959,97,172051
612,Drishyam,2015,Not Rated,163,"
Crime, Drama, Mystery            ",8.2,https://www.imdb.com/title/tt4430212,,82374
613,Pride,2014,R,119,"
Biography, Comedy, Drama            ",7.8,https://www.imdb.com/title/tt3169706,79,57710
614,The Outlaw Josey Wales,1976,PG,135,"
Western            ",7.8,https://www.imdb.com/title/tt0075029,69,74353
615,Detachment,2011,Not Rated,98,"
Drama            ",7.7,https://www.imdb.com/title/tt1683526,52,86567
616,Happiness,1998,NC-17,134,"
Comedy, Drama            ",7.7,https://www.imdb.com/title/tt0147612,81,70750
617,Star Trek II: The Wrath of Khan,1982,PG,113,"
Action, Adventure, Sci-Fi            ",7.7,https://www.imdb.com/title/tt0084726,68,122243
618,The Wild Bunch,1969,R,135,"
Action, Adventure, Western            ",7.9,https://www.imdb.com/title/tt0065214,97,85070
619,Perfect Strangers,2016,Not Rated,96,"
Comedy, Drama            ",7.7,https://www.imdb.com/title/tt4901306,,65722
620,Mother,2009,R,129,"
Crime, Drama, Mystery            ",7.8,https://www.imdb.com/title/tt1216496,79,64780
621,La dolce vita,1960,Not Rated,174,"
Comedy, Drama            ",8.0,https://www.imdb.com/title/tt0053779,95,73636
622,Dial M for Murder,1954,PG,105,"
Crime, Thriller            ",8.2,https://www.imdb.com/title/tt0046912,75,176242
623,Dancer in the Dark,2000,R,140,"
Crime, Drama, Musical            ",7.9,https://www.imdb.com/title/tt0168629,61,110474
624,8½,1963,Not Rated,138,"
Drama            ",8.0,https://www.imdb.com/title/tt0056801,91,118372
625,Letters from Iwo Jima,2006,R,141,"
Action, Adventure, Drama            ",7.9,https://www.imdb.com/title/tt0498380,89,163365
626,Being There,1979,PG,130,"
Comedy, Drama            ",8.0,https://www.imdb.com/title/tt0078841,83,73038
627,I Am Sam,2001,PG-13,132,"
Drama            ",7.6,https://www.imdb.com/title/tt0277027,28,150639
628,Ikiru,1952,Not Rated,143,"
Drama            ",8.3,https://www.imdb.com/title/tt0044741,91,78739
629,The Insider,1999,R,157,"
Biography, Drama, Thriller            ",7.8,https://www.imdb.com/title/tt0140352,84,171863
630,Fiddler on the Roof,1971,G,181,"
Drama, Family, Musical            ",8.0,https://www.imdb.com/title/tt0067093,67,43879
631,The Last King of Scotland,2006,R,123,"
Biography, Drama, History            ",7.6,https://www.imdb.com/title/tt0455590,74,187047
632,Pink Floyd: The Wall,1982,R,95,"
Drama, Fantasy, Music            ",8.0,https://www.imdb.com/title/tt0084503,47,81486
633,Double Indemnity,1944,Passed,107,"
Crime, Drama, Film-Noir            ",8.3,https://www.imdb.com/title/tt0036775,95,157592
634,K.G.F: Chapter 1,2018,Not Rated,156,"
Action, Crime, Drama            ",8.2,https://www.imdb.com/title/tt7838252,,86026
635,Kubo and the Two Strings,2016,PG,101,"
Animation, Action, Adventure            ",7.7,https://www.imdb.com/title/tt4302938,84,129626
636,PK,2014,Not Rated,153,"
Comedy, Drama, Sci-Fi            ",8.1,https://www.imdb.com/title/tt2338151,,188192
637,The Maltese Falcon,1941,Passed,100,"
Crime, Film-Noir, Mystery            ",8.0,https://www.imdb.com/title/tt0033870,97,159084
638,Hero,2002,PG-13,120,"
Action, Adventure, Drama            ",7.9,https://www.imdb.com/title/tt0299977,85,181849
639,50/50,2011,R,100,"
Comedy, Drama, Romance            ",7.6,https://www.imdb.com/title/tt1306980,72,331015
640,Togo,2019,PG,113,"
Adventure, Biography, Drama            ",7.9,https://www.imdb.com/title/tt5116302,69,49180
641,Kramer vs. Kramer,1979,PG,105,"
Drama            ",7.8,https://www.imdb.com/title/tt0079417,77,145879
642,Barton Fink,1991,R,116,"
Comedy, Drama, Thriller            ",7.6,https://www.imdb.com/title/tt0101410,69,122429
643,Shoplifters,2018,R,121,"
Crime, Drama, Thriller            ",7.9,https://www.imdb.com/title/tt8075192,93,76785
644,Roman Holiday,1953,Passed,118,"
Comedy, Romance            ",8.0,https://www.imdb.com/title/tt0046250,78,138993
645,Eyes Without a Face,1960,Not Rated,90,"
Drama, Horror            ",7.6,https://www.imdb.com/title/tt0053459,90,32165
646,All About Eve,1950,Passed,138,"
Drama            ",8.2,https://www.imdb.com/title/tt0042192,98,131716
647,Harold and Maude,1971,PG,91,"
Comedy, Drama, Romance            ",7.9,https://www.imdb.com/title/tt0067185,62,77842
648,Finding Neverland,2004,PG,106,"
Biography, Drama, Family            ",7.7,https://www.imdb.com/title/tt0308644,67,206969
649,The Right Stuff,1983,PG,193,"
Adventure, Biography, Drama            ",7.8,https://www.imdb.com/title/tt0086197,91,61890
650,The Raid 2,2014,R,150,"
Action, Crime, Thriller            ",7.9,https://www.imdb.com/title/tt2265171,71,123829
651,King Kong,1933,Passed,100,"
Adventure, Horror, Sci-Fi            ",7.9,https://www.imdb.com/title/tt0024216,90,86037
652,In the Heat of the Night,1967,Approved,110,"
Drama, Mystery, Thriller            ",7.9,https://www.imdb.com/title/tt0061811,75,76886
653,The Philadelphia Story,1940,Not Rated,112,"
Comedy, Romance            ",7.9,https://www.imdb.com/title/tt0032904,96,69714
654,Wings of Desire,1987,PG-13,128,"
Drama, Fantasy, Romance            ",8.0,https://www.imdb.com/title/tt0093191,79,71536
655,Miller's Crossing,1990,R,115,"
Crime, Drama, Thriller            ",7.7,https://www.imdb.com/title/tt0100150,66,135922
656,Mary and Max,2009,Not Rated,92,"
Animation, Comedy, Drama            ",8.1,https://www.imdb.com/title/tt0978762,,177540
657,The Station Agent,2003,R,89,"
Comedy, Drama            ",7.6,https://www.imdb.com/title/tt0340377,81,70904
658,Touch of Evil,1958,PG-13,95,"
Crime, Drama, Film-Noir            ",8.0,https://www.imdb.com/title/tt0052311,99,104956
659,Repulsion,1965,Not Rated,105,"
Drama, Horror, Thriller            ",7.6,https://www.imdb.com/title/tt0059646,91,53765
660,Hamlet,1996,PG-13,242,"
Drama            ",7.8,https://www.imdb.com/title/tt0116477,,38415
661,The Longest Day,1962,G,178,"
Action, Drama, History            ",7.7,https://www.imdb.com/title/tt0056197,75,56263
662,Open Your Eyes,1997,R,119,"
Drama, Mystery, Sci-Fi            ",7.7,https://www.imdb.com/title/tt0125659,,69691
663,Breathless,1960,Not Rated,90,"
Crime, Drama            ",7.7,https://www.imdb.com/title/tt0053472,,82300
664,All That Jazz,1979,R,123,"
Drama, Music, Musical            ",7.8,https://www.imdb.com/title/tt0078754,72,32312
665,Manhattan,1979,R,96,"
Comedy, Drama, Romance            ",7.9,https://www.imdb.com/title/tt0079522,83,140766
666,Loving Vincent,2017,PG-13,94,"
Animation, Biography, Crime            ",7.8,https://www.imdb.com/title/tt3262342,62,58344
667,Amour,2012,PG-13,127,"
Drama            ",7.9,https://www.imdb.com/title/tt1602620,94,100845
668,The Night of the Hunter,1955,Not Rated,92,"
Crime, Drama, Film-Noir            ",8.0,https://www.imdb.com/title/tt0048424,99,89971
669,Three Colors: Blue,1993,R,94,"
Drama, Music, Mystery            ",7.9,https://www.imdb.com/title/tt0108394,85,102559
670,Mommy,2014,R,139,"
Drama            ",8.0,https://www.imdb.com/title/tt3612616,74,57375
671,Castle in the Sky,1986,PG,125,"
Animation, Adventure, Family            ",8.0,https://www.imdb.com/title/tt0092067,78,166797
672,Dragon Ball Super: Broly,2018,PG,100,"
Animation, Action, Adventure            ",7.7,https://www.imdb.com/title/tt7961060,59,28054
673,The Chaser,2008,Not Rated,125,"
Action, Crime, Drama            ",7.8,https://www.imdb.com/title/tt1190539,64,66915
674,Black Book,2006,R,145,"
Drama, Thriller, War            ",7.7,https://www.imdb.com/title/tt0389557,71,77278
675,Fantasia,1940,G,125,"
Animation, Family, Fantasy            ",7.7,https://www.imdb.com/title/tt0032455,96,97079
676,United 93,2006,R,111,"
Action, Drama, History            ",7.6,https://www.imdb.com/title/tt0475276,90,106956
677,Paprika,2006,R,90,"
Animation, Drama, Fantasy            ",7.7,https://www.imdb.com/title/tt0851578,81,83911
678,The Celebration,1998,R,105,"
Drama            ",8.1,https://www.imdb.com/title/tt0154420,82,87486
679,The Great Dictator,1940,G,125,"
Comedy, Drama, War            ",8.4,https://www.imdb.com/title/tt0032553,,223940
680,Rio Bravo,1959,Passed,141,"
Western            ",8.0,https://www.imdb.com/title/tt0053221,93,63026
681,The Best Years of Our Lives,1946,Approved,170,"
Drama, Romance, War            ",8.1,https://www.imdb.com/title/tt0036868,93,64904
682,Nausicaä of the Valley of the Wind,1984,PG,117,"
Animation, Adventure, Sci-Fi            ",8.0,https://www.imdb.com/title/tt0087544,86,169560
