,movie_title,year,certificate,time_minute,genres,imdb_score,movie_imdb_link,metascore,vote
224,Ben-Hur,1959,G,212,"
Adventure, Drama            ",8.1,https://www.imdb.com/title/tt0052618,90,239565
225,Creed,2015,PG-13,133,"
Action, Drama, Sport            ",7.6,https://www.imdb.com/title/tt3076658,82,274121
226,Barry Lyndon,1975,PG,185,"
Adventure, Drama, War            ",8.1,https://www.imdb.com/title/tt0072684,89,168155
227,Sin City,2005,R,124,"
Crime, Thriller            ",8.0,https://www.imdb.com/title/tt0401792,74,768786
228,Superbad,2007,R,113,"
Comedy            ",7.6,https://www.imdb.com/title/tt0829482,76,579194
229,Warrior,2011,PG-13,140,"
Action, Drama, Sport            ",8.2,https://www.imdb.com/title/tt1291584,71,471919
230,Mission: Impossible - Fallout,2018,PG-13,147,"
Action, Adventure, Thriller            ",7.7,https://www.imdb.com/title/tt4912910,86,332126
231,Blue Velvet,1986,R,120,"
Crime, Drama, Mystery            ",7.7,https://www.imdb.com/title/tt0090756,76,199933
232,When Harry Met Sally...,1989,R,95,"
Comedy, Drama, Romance            ",7.7,https://www.imdb.com/title/tt0098635,76,220920
233,Casino,1995,R,178,"
Crime, Drama            ",8.2,https://www.imdb.com/title/tt0112641,73,518300
234,Almost Famous,2000,R,122,"
Adventure, Comedy, Drama            ",7.9,https://www.imdb.com/title/tt0181875,90,276616
235,The Blues Brothers,1980,R,133,"
Action, Adventure, Comedy            ",7.9,https://www.imdb.com/title/tt0080455,60,200181
236,Spotlight,2015,R,129,"
Biography, Crime, Drama            ",8.1,https://www.imdb.com/title/tt1895587,93,468841
237,Hot Fuzz,2007,R,121,"
Action, Comedy, Mystery            ",7.8,https://www.imdb.com/title/tt0425112,81,505508
238,The Imitation Game,2014,PG-13,114,"
Biography, Drama, Thriller            ",8.0,https://www.imdb.com/title/tt2084970,71,766214
239,A Beautiful Mind,2001,PG-13,135,"
Biography, Drama            ",8.2,https://www.imdb.com/title/tt0268978,72,929143
240,The Game,1997,R,129,"
Drama, Mystery, Thriller            ",7.7,https://www.imdb.com/title/tt0119174,61,396104
241,Shrek,2001,PG,90,"
Animation, Adventure, Comedy            ",7.9,https://www.imdb.com/title/tt0126029,84,674419
242,Despicable Me,2010,PG,95,"
Animation, Adventure, Comedy            ",7.6,https://www.imdb.com/title/tt1323594,72,546836
243,The Girl with the Dragon Tattoo,2011,R,158,"
Crime, Drama, Mystery            ",7.8,https://www.imdb.com/title/tt1568346,71,463274
244,The Sandlot,1993,PG,101,"
Comedy, Drama, Family            ",7.8,https://www.imdb.com/title/tt0108037,55,92962
245,The Revenant,2015,R,156,"
Action, Adventure, Drama            ",8.0,https://www.imdb.com/title/tt1663202,76,799375
246,True Romance,1993,R,119,"
Crime, Drama, Romance            ",7.9,https://www.imdb.com/title/tt0108399,59,227470
247,Frankenstein,1931,Passed,70,"
Drama, Horror, Sci-Fi            ",7.8,https://www.imdb.com/title/tt0021884,91,73674
248,X-Men: First Class,2011,PG-13,131,"
Action, Adventure, Sci-Fi            ",7.7,https://www.imdb.com/title/tt1270798,65,692244
249,Zodiac,2007,R,157,"
Crime, Drama, Mystery            ",7.7,https://www.imdb.com/title/tt0443706,78,539952
250,Memories of Murder,2003,Not Rated,132,"
Crime, Drama, Mystery            ",8.1,https://www.imdb.com/title/tt0353969,82,183360
251,Your Name.,2016,PG,106,"
Animation, Drama, Fantasy            ",8.4,https://www.imdb.com/title/tt5311514,79,265828
252,The Martian,2015,PG-13,144,"
Adventure, Drama, Sci-Fi            ",8.0,https://www.imdb.com/title/tt3659388,80,849086
253,Hidden Figures,2016,PG,127,"
Biography, Drama, History            ",7.8,https://www.imdb.com/title/tt4846340,74,229834
254,Into the Wild,2007,R,148,"
Adventure, Biography, Drama            ",8.1,https://www.imdb.com/title/tt0758758,73,622199
255,The Birds,1963,PG-13,119,"
Drama, Horror, Mystery            ",7.6,https://www.imdb.com/title/tt0056869,90,190131
256,Atonement,2007,R,123,"
Drama, Mystery, Romance            ",7.8,https://www.imdb.com/title/tt0783233,85,278738
257,Evil Dead II,1987,R,84,"
Comedy, Horror            ",7.7,https://www.imdb.com/title/tt0092991,72,165693
258,Fargo,1996,R,98,"
Crime, Thriller            ",8.1,https://www.imdb.com/title/tt0116282,85,676211
259,Mystic River,2003,R,138,"
Crime, Drama, Mystery            ",7.9,https://www.imdb.com/title/tt0327056,84,456489
260,Guardians of the Galaxy Vol. 2,2017,PG-13,136,"
Action, Adventure, Comedy            ",7.6,https://www.imdb.com/title/tt3896198,67,676328
261,Airplane!,1980,PG,88,"
Comedy            ",7.7,https://www.imdb.com/title/tt0080339,78,239785
262,Deliverance,1972,R,109,"
Adventure, Drama, Thriller            ",7.7,https://www.imdb.com/title/tt0068473,80,110154
263,Wonder,2017,PG,113,"
Drama, Family            ",7.9,https://www.imdb.com/title/tt2543472,66,164740
264,Portrait of a Lady on Fire,2019,R,122,"
Drama, Romance            ",8.1,https://www.imdb.com/title/tt8613070,95,91208
265,Dawn of the Dead,1978,Unrated,127,"
Horror, Thriller            ",7.8,https://www.imdb.com/title/tt0077402,71,121709
266,Room,2015,R,118,"
Drama, Thriller            ",8.1,https://www.imdb.com/title/tt3170832,86,419715
267,Back to the Future Part II,1989,PG,108,"
Adventure, Comedy, Sci-Fi            ",7.8,https://www.imdb.com/title/tt0096874,57,531520
268,Willy Wonka & the Chocolate Factory,1971,G,100,"
Family, Fantasy, Musical            ",7.8,https://www.imdb.com/title/tt0067992,67,202120
269,The Incredibles,2004,PG,115,"
Animation, Action, Adventure            ",8.0,https://www.imdb.com/title/tt0317705,90,733538
270,The Curious Case of Benjamin Button,2008,PG-13,166,"
Drama, Fantasy, Romance            ",7.8,https://www.imdb.com/title/tt0421715,70,649338
271,Zootopia,2016,PG,108,"
Animation, Adventure, Comedy            ",8.0,https://www.imdb.com/title/tt2948356,78,496416
272,Star Wars: Episode VII - The Force Awakens,2015,PG-13,138,"
Action, Adventure, Sci-Fi            ",7.8,https://www.imdb.com/title/tt2488496,80,927446
273,Star Wars: Episode V - The Empire Strikes Back,1980,PG,124,"
Action, Adventure, Fantasy            ",8.7,https://www.imdb.com/title/tt0080684,82,1284128
274,The Butterfly Effect,2004,R,113,"
Drama, Sci-Fi, Thriller            ",7.6,https://www.imdb.com/title/tt0289879,30,489606
275,Lost in Translation,2003,R,102,"
Comedy, Drama            ",7.7,https://www.imdb.com/title/tt0335266,89,454480
276,12 Years a Slave,2013,R,134,"
Biography, Drama, History            ",8.1,https://www.imdb.com/title/tt2024544,96,698913
277,"O Brother, Where Art Thou?",2000,PG-13,107,"
Adventure, Comedy, Crime            ",7.7,https://www.imdb.com/title/tt0190590,69,312271
278,My Cousin Vinny,1992,R,120,"
Comedy, Crime            ",7.6,https://www.imdb.com/title/tt0104952,68,125523
279,Little Miss Sunshine,2006,R,101,"
Comedy, Drama            ",7.8,https://www.imdb.com/title/tt0449059,80,480932
280,Clerks,1994,R,92,"
Comedy            ",7.7,https://www.imdb.com/title/tt0109445,70,223585
281,The Theory of Everything,2014,PG-13,123,"
Biography, Drama, Romance            ",7.7,https://www.imdb.com/title/tt2980516,71,450613
282,3 Idiots,2009,PG-13,170,"
Comedy, Drama            ",8.4,https://www.imdb.com/title/tt1187043,67,399013
283,Captain America: Civil War,2016,PG-13,147,"
Action, Adventure, Sci-Fi            ",7.8,https://www.imdb.com/title/tt3498820,75,782350
284,Sound of Metal,2019,R,120,"
Drama, Music            ",7.7,https://www.imdb.com/title/tt5363618,82,127403
285,Training Day,2001,R,122,"
Action, Crime, Drama            ",7.7,https://www.imdb.com/title/tt0139654,69,435913
286,Blazing Saddles,1974,R,93,"
Comedy, Western            ",7.7,https://www.imdb.com/title/tt0071230,73,140234
287,Office Space,1999,R,89,"
Comedy            ",7.7,https://www.imdb.com/title/tt0151804,68,267528
288,I Saw the Devil,2010,Not Rated,144,"
Action, Crime, Thriller            ",7.8,https://www.imdb.com/title/tt1588170,67,131087
289,The Godfather Part III,1990,R,162,"
Crime, Drama            ",7.6,https://www.imdb.com/title/tt0099674,60,396722
290,Casablanca,1942,PG,102,"
Drama, Romance, War            ",8.5,https://www.imdb.com/title/tt0034583,100,569796
291,Tumbbad,2018,Not Rated,104,"
Drama, Fantasy, Horror            ",8.2,https://www.imdb.com/title/tt8239946,,48266
292,Vertigo,1958,PG,128,"
Mystery, Romance, Thriller            ",8.3,https://www.imdb.com/title/tt0052357,100,401784
293,Taken,2008,PG-13,90,"
Action, Crime, Thriller            ",7.8,https://www.imdb.com/title/tt0936501,51,602580
294,Before Sunrise,1995,R,101,"
Drama, Romance            ",8.1,https://www.imdb.com/title/tt0112471,77,307568
295,Apocalypto,2006,R,139,"
Action, Adventure, Drama            ",7.8,https://www.imdb.com/title/tt0472043,68,313477
296,The Sound of Music,1965,G,172,"
Biography, Drama, Family            ",8.1,https://www.imdb.com/title/tt0059742,63,234203
297,A Star Is Born,2018,R,136,"
Drama, Music, Romance            ",7.6,https://www.imdb.com/title/tt1517451,88,382738
298,L.A. Confidential,1997,R,138,"
Crime, Drama, Mystery            ",8.2,https://www.imdb.com/title/tt0119488,90,582143
299,Star Wars: Episode VI - Return of the Jedi,1983,PG,131,"
Action, Adventure, Fantasy            ",8.3,https://www.imdb.com/title/tt0086190,58,1048265
300,Manchester by the Sea,2016,R,137,"
Drama            ",7.8,https://www.imdb.com/title/tt4034228,96,281857
301,First Blood,1982,R,93,"
Action, Adventure, Thriller            ",7.7,https://www.imdb.com/title/tt0083944,61,253108
302,Silver Linings Playbook,2012,R,122,"
Comedy, Drama, Romance            ",7.7,https://www.imdb.com/title/tt1045658,81,708503
303,The Machinist,2004,R,101,"
Drama, Thriller            ",7.7,https://www.imdb.com/title/tt0361862,61,390563
304,Another Round,2020,Not Rated,117,"
Comedy, Drama            ",7.7,https://www.imdb.com/title/tt10288566,79,155858
305,Birdman or (The Unexpected Virtue of Ignorance),2014,R,119,"
Comedy, Drama            ",7.7,https://www.imdb.com/title/tt2562232,87,628784
306,Amélie,2001,R,122,"
Comedy, Romance            ",8.3,https://www.imdb.com/title/tt0211915,69,754707
307,X-Men: Days of Future Past,2014,PG-13,132,"
Action, Adventure, Sci-Fi            ",7.9,https://www.imdb.com/title/tt1877832,75,711608
308,Howl's Moving Castle,2004,PG,119,"
Animation, Adventure, Family            ",8.2,https://www.imdb.com/title/tt0347149,80,393434
309,Rush,2013,R,123,"
Action, Biography, Drama            ",8.1,https://www.imdb.com/title/tt1979320,74,479006
310,Tangled,2010,PG,100,"
Animation, Adventure, Comedy            ",7.7,https://www.imdb.com/title/tt0398286,71,452421
311,"Lock, Stock and Two Smoking Barrels",1998,R,107,"
Action, Comedy, Crime            ",8.2,https://www.imdb.com/title/tt0120735,66,581129
312,Wind River,2017,R,107,"
Crime, Drama, Mystery            ",7.7,https://www.imdb.com/title/tt5362988,73,251496
313,Star Wars: Episode III - Revenge of the Sith,2005,PG-13,140,"
Action, Adventure, Fantasy            ",7.6,https://www.imdb.com/title/tt0121766,68,788701
314,Children of Men,2006,R,109,"
Action, Drama, Sci-Fi            ",7.9,https://www.imdb.com/title/tt0206634,84,500458
315,The Fugitive,1993,PG-13,130,"
Action, Crime, Drama            ",7.8,https://www.imdb.com/title/tt0106977,87,295688
316,It's a Wonderful Life,1946,PG,130,"
Drama, Family, Fantasy            ",8.6,https://www.imdb.com/title/tt0038650,89,453665
317,Beauty and the Beast,1991,G,84,"
Animation, Family, Fantasy            ",8.0,https://www.imdb.com/title/tt0101414,95,454203
318,Gattaca,1997,PG-13,106,"
Drama, Sci-Fi, Thriller            ",7.8,https://www.imdb.com/title/tt0119177,64,304916
319,Mary Poppins,1964,G,139,"
Comedy, Family, Fantasy            ",7.8,https://www.imdb.com/title/tt0058331,88,173175
320,Up,2009,PG,96,"
Animation, Adventure, Comedy            ",8.3,https://www.imdb.com/title/tt1049413,88,1038311
321,Captain America: The Winter Soldier,2014,PG-13,136,"
Action, Adventure, Sci-Fi            ",7.8,https://www.imdb.com/title/tt1843866,70,841375
322,500 Days of Summer,2009,PG-13,95,"
Comedy, Drama, Romance            ",7.7,https://www.imdb.com/title/tt1022603,76,515014
323,District 9,2009,R,112,"
Action, Sci-Fi, Thriller            ",7.9,https://www.imdb.com/title/tt1136608,81,681149
324,Minority Report,2002,PG-13,145,"
Action, Crime, Mystery            ",7.7,https://www.imdb.com/title/tt0181689,80,551125
325,Finding Nemo,2003,G,100,"
Animation, Adventure, Comedy            ",8.2,https://www.imdb.com/title/tt0266543,90,1038873
326,Brokeback Mountain,2005,R,134,"
Drama, Romance            ",7.7,https://www.imdb.com/title/tt0388795,87,357282
327,Inside Man,2006,R,129,"
Crime, Drama, Mystery            ",7.6,https://www.imdb.com/title/tt0454848,76,373508
328,The Lives of Others,2006,R,137,"
Drama, Mystery, Thriller            ",8.4,https://www.imdb.com/title/tt0405094,89,389176
329,The Little Mermaid,1989,G,83,"
Animation, Adventure, Comedy            ",7.6,https://www.imdb.com/title/tt0097757,88,263698
330,Platoon,1986,R,120,"
Drama, War            ",8.1,https://www.imdb.com/title/tt0091763,92,413967
331,WALL·E,2008,G,98,"
Animation, Adventure, Family            ",8.4,https://www.imdb.com/title/tt0910970,95,1109588
332,Metropolis,1927,Not Rated,153,"
Drama, Sci-Fi            ",8.3,https://www.imdb.com/title/tt0017136,98,174604
333,Big Fish,2003,PG-13,125,"
Adventure, Drama, Fantasy            ",8.0,https://www.imdb.com/title/tt0319061,58,441570
334,Aladdin,1992,G,90,"
Animation, Adventure, Comedy            ",8.0,https://www.imdb.com/title/tt0103639,86,418408
335,Once Upon a Time in the West,1968,PG-13,165,"
Western            ",8.5,https://www.imdb.com/title/tt0064116,80,328782
336,Moneyball,2011,PG-13,133,"
Biography, Drama, Sport            ",7.6,https://www.imdb.com/title/tt1210166,87,422801
337,Who Framed Roger Rabbit,1988,PG,104,"
Animation, Adventure, Comedy            ",7.7,https://www.imdb.com/title/tt0096438,83,202013
338,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,PG,95,"
Comedy, War            ",8.4,https://www.imdb.com/title/tt0057012,97,490018
339,RoboCop,1987,R,102,"
Action, Crime, Sci-Fi            ",7.6,https://www.imdb.com/title/tt0093870,70,259341
340,The King's Speech,2010,R,118,"
Biography, Drama, History            ",8.0,https://www.imdb.com/title/tt1504320,88,680074
341,Captain Fantastic,2016,R,118,"
Comedy, Drama            ",7.8,https://www.imdb.com/title/tt3553976,72,219267
342,Mr. Nobody,2009,R,141,"
Drama, Fantasy, Romance            ",7.8,https://www.imdb.com/title/tt0485947,63,233779
343,Moonrise Kingdom,2012,PG-13,94,"
Comedy, Drama, Romance            ",7.8,https://www.imdb.com/title/tt1748122,84,349932
344,Midnight in Paris,2011,PG-13,94,"
Comedy, Fantasy, Romance            ",7.7,https://www.imdb.com/title/tt1605783,81,424016
345,Groundhog Day,1993,PG,101,"
Comedy, Drama, Fantasy            ",8.1,https://www.imdb.com/title/tt0107048,72,629277
346,Grave of the Fireflies,1988,Not Rated,89,"
Animation, Drama, War            ",8.5,https://www.imdb.com/title/tt0095327,94,276031
347,Argo,2012,R,120,"
Biography, Drama, Thriller            ",7.7,https://www.imdb.com/title/tt1024648,86,614312
348,Downfall,2004,R,156,"
Biography, Drama, History            ",8.2,https://www.imdb.com/title/tt0363163,82,355747
349,How to Train Your Dragon,2010,PG,98,"
Animation, Action, Adventure            ",8.1,https://www.imdb.com/title/tt0892769,75,737152
350,Rear Window,1954,PG,112,"
Mystery, Thriller            ",8.5,https://www.imdb.com/title/tt0047396,100,490388
351,Unforgiven,1992,R,130,"
Drama, Western            ",8.2,https://www.imdb.com/title/tt0105695,85,411705
352,Hell or High Water,2016,R,102,"
Crime, Drama, Thriller            ",7.6,https://www.imdb.com/title/tt2582782,88,231256
353,Gravity,2013,PG-13,91,"
Drama, Sci-Fi, Thriller            ",7.7,https://www.imdb.com/title/tt1454468,96,824085
354,Soul,2020,PG,100,"
Animation, Adventure, Comedy            ",8.0,https://www.imdb.com/title/tt2948372,83,326579
355,A Few Good Men,1992,R,138,"
Drama, Thriller            ",7.7,https://www.imdb.com/title/tt0104257,62,264896
356,The Last of the Mohicans,1992,R,112,"
Action, Adventure, Drama            ",7.7,https://www.imdb.com/title/tt0104691,76,170944
357,Gone with the Wind,1939,Passed,238,"
Drama, Romance, War            ",8.2,https://www.imdb.com/title/tt0031381,97,315517
358,Close Encounters of the Third Kind,1977,PG,138,"
Drama, Sci-Fi            ",7.6,https://www.imdb.com/title/tt0075860,90,202581
359,12 Monkeys,1995,R,129,"
Mystery, Sci-Fi, Thriller            ",8.0,https://www.imdb.com/title/tt0114746,74,617436
360,Kill Bill: Vol. 2,2004,R,137,"
Action, Crime, Thriller            ",8.0,https://www.imdb.com/title/tt0378194,83,753844
361,Incendies,2010,R,131,"
Drama, Mystery            ",8.3,https://www.imdb.com/title/tt1255953,80,177532
362,Capernaum,2018,R,126,"
Drama            ",8.4,https://www.imdb.com/title/tt8267604,75,89372
363,Monty Python and the Holy Grail,1975,PG,91,"
Adventure, Comedy, Fantasy            ",8.2,https://www.imdb.com/title/tt0071853,91,540783
364,Remember the Titans,2000,PG,113,"
Biography, Drama, Sport            ",7.8,https://www.imdb.com/title/tt0210945,48,216249
365,Citizen Kane,1941,PG,119,"
Drama, Mystery            ",8.3,https://www.imdb.com/title/tt0033467,100,441534
366,The Pursuit of Happyness,2006,PG-13,117,"
Biography, Drama            ",8.0,https://www.imdb.com/title/tt0454921,64,510377
367,Chinatown,1974,R,130,"
Drama, Mystery, Thriller            ",8.2,https://www.imdb.com/title/tt0071315,92,326551
368,Fantastic Mr. Fox,2009,PG,87,"
Animation, Adventure, Comedy            ",7.9,https://www.imdb.com/title/tt0432283,83,232010
369,Arsenic and Old Lace,1944,Not Rated,118,"
Comedy, Crime, Thriller            ",7.9,https://www.imdb.com/title/tt0036613,,71331
370,The Bourne Identity,2002,PG-13,119,"
Action, Mystery, Thriller            ",7.9,https://www.imdb.com/title/tt0258463,68,546793
371,Slumdog Millionaire,2008,R,120,"
Crime, Drama, Romance            ",8.0,https://www.imdb.com/title/tt1010048,84,843981
372,The Count of Monte Cristo,2002,PG-13,131,"
Action, Adventure, Drama            ",7.7,https://www.imdb.com/title/tt0245844,61,138748
373,American Gangster,2007,R,157,"
Biography, Crime, Drama            ",7.8,https://www.imdb.com/title/tt0765429,76,426821
374,The Graduate,1967,PG,106,"
Comedy, Drama, Romance            ",8.0,https://www.imdb.com/title/tt0061722,83,273628
375,What's Eating Gilbert Grape,1993,PG-13,118,"
Drama            ",7.7,https://www.imdb.com/title/tt0108550,73,238106
376,Cast Away,2000,PG-13,143,"
Adventure, Drama, Romance            ",7.8,https://www.imdb.com/title/tt0162222,73,590268
377,Lawrence of Arabia,1962,Approved,218,"
Adventure, Biography, Drama            ",8.3,https://www.imdb.com/title/tt0056172,100,293656
378,The Deer Hunter,1978,R,183,"
Drama, War            ",8.1,https://www.imdb.com/title/tt0077416,86,339257
379,True Grit,2010,PG-13,110,"
Drama, Western            ",7.6,https://www.imdb.com/title/tt1403865,80,339552
380,Some Like It Hot,1959,Passed,121,"
Comedy, Music, Romance            ",8.2,https://www.imdb.com/title/tt0053291,98,267330
381,Kung Fu Panda,2008,PG,92,"
Animation, Action, Adventure            ",7.6,https://www.imdb.com/title/tt0441773,74,469013
382,The Untouchables,1987,R,119,"
Crime, Drama, Thriller            ",7.9,https://www.imdb.com/title/tt0094226,79,310054
383,As Good as It Gets,1997,PG-13,139,"
Comedy, Drama, Romance            ",7.7,https://www.imdb.com/title/tt0119822,67,299302
384,Toy Story 4,2019,G,100,"
Animation, Adventure, Comedy            ",7.7,https://www.imdb.com/title/tt1979376,84,249730
385,Dallas Buyers Club,2013,R,117,"
Biography, Drama            ",7.9,https://www.imdb.com/title/tt0790636,79,487869
386,Scent of a Woman,1992,R,156,"
Drama            ",8.0,https://www.imdb.com/title/tt0105323,59,296536
387,To Kill a Mockingbird,1962,Approved,129,"
Crime, Drama            ",8.3,https://www.imdb.com/title/tt0056592,88,316549
388,Freaks,1932,Not Rated,64,"
Drama, Horror            ",7.8,https://www.imdb.com/title/tt0022913,80,46989
389,K.G.F: Chapter 2,2022,Not Rated,168,"
Action, Crime, Drama            ",8.4,https://www.imdb.com/title/tt10698680,,130228
390,Rain Man,1988,R,133,"
Drama            ",8.0,https://www.imdb.com/title/tt0095953,65,513868
391,The Royal Tenenbaums,2001,R,110,"
Comedy, Drama            ",7.6,https://www.imdb.com/title/tt0265666,76,293080
392,Indiana Jones and the Last Crusade,1989,PG-13,127,"
Action, Adventure            ",8.2,https://www.imdb.com/title/tt0097576,65,751939
393,Crash,2004,R,112,"
Crime, Drama, Thriller            ",7.8,https://www.imdb.com/title/tt0375679,66,436958
394,Empire of the Sun,1987,PG,153,"
Drama, History, War            ",7.7,https://www.imdb.com/title/tt0092965,62,126394
395,The Thin Red Line,1998,R,170,"
Drama, History, War            ",7.6,https://www.imdb.com/title/tt0120863,78,188385
396,The Skin I Live In,2011,R,120,"
Drama, Horror, Mystery            ",7.6,https://www.imdb.com/title/tt1189073,70,153544
397,The Fighter,2010,R,116,"
Action, Biography, Drama            ",7.8,https://www.imdb.com/title/tt0964517,79,368191
398,3:10 to Yuma,2007,R,122,"
Action, Crime, Drama            ",7.7,https://www.imdb.com/title/tt0381849,76,312323
399,The Fault in Our Stars,2014,PG-13,126,"
Drama, Romance            ",7.7,https://www.imdb.com/title/tt2582846,69,377076
400,The Boy in the Striped Pajamas,2008,PG-13,94,"
Drama, War            ",7.7,https://www.imdb.com/title/tt0914798,55,219358
401,Seven Samurai,1954,Not Rated,207,"
Action, Drama            ",8.6,https://www.imdb.com/title/tt0047478,98,345224
402,Life of Pi,2012,PG,127,"
Adventure, Drama, Fantasy            ",7.9,https://www.imdb.com/title/tt0454876,79,629054
403,The Last Samurai,2003,R,154,"
Action, Drama            ",7.8,https://www.imdb.com/title/tt0325710,55,441058
404,Star Trek Into Darkness,2013,PG-13,132,"
Action, Adventure, Sci-Fi            ",7.7,https://www.imdb.com/title/tt1408101,72,483875
405,Road to Perdition,2002,R,117,"
Crime, Drama, Thriller            ",7.7,https://www.imdb.com/title/tt0257044,72,268695
406,Princess Mononoke,1997,PG-13,134,"
Animation, Action, Adventure            ",8.4,https://www.imdb.com/title/tt0119698,76,393087
407,Apollo 13,1995,PG,140,"
Adventure, Drama, History            ",7.7,https://www.imdb.com/title/tt0112384,77,295612
408,Magnolia,1999,R,188,"
Drama            ",8.0,https://www.imdb.com/title/tt0175880,77,313112
409,Serenity,2005,PG-13,119,"
Action, Adventure, Sci-Fi            ",7.8,https://www.imdb.com/title/tt0379786,74,296669
410,The Innocents,1961,Not Rated,100,"
Horror            ",7.8,https://www.imdb.com/title/tt0055018,88,30862
411,Lethal Weapon,1987,R,109,"
Action, Crime, Thriller            ",7.6,https://www.imdb.com/title/tt0093409,68,259448
412,Vikram Vedha,2017,Not Rated,147,"
Action, Crime, Drama            ",8.3,https://www.imdb.com/title/tt6148156,,45027
413,Rocketry: The Nambi Effect,2022,Not Rated,157,"
Biography, Drama            ",8.8,https://www.imdb.com/title/tt9263550,,48872
414,Blood Diamond,2006,R,143,"
Adventure, Drama, Thriller            ",8.0,https://www.imdb.com/title/tt0450259,64,548981
415,The Invisible Guest,2016,TV-MA,106,"
Crime, Drama, Mystery            ",8.0,https://www.imdb.com/title/tt4857264,,175780
416,The Secret in Their Eyes,2009,R,129,"
Drama, Mystery, Romance            ",8.2,https://www.imdb.com/title/tt1305806,80,209932
417,Toy Story 3,2010,G,103,"
Animation, Adventure, Comedy            ",8.3,https://www.imdb.com/title/tt0435761,92,832589
418,The Color Purple,1985,PG-13,154,"
Drama            ",7.7,https://www.imdb.com/title/tt0088939,78,87452
419,Me and Earl and the Dying Girl,2015,PG-13,105,"
Comedy, Drama, Romance            ",7.7,https://www.imdb.com/title/tt2582496,74,132384
420,Brazil,1985,R,132,"
Drama, Sci-Fi            ",7.9,https://www.imdb.com/title/tt0088846,84,201356
421,Moon,2009,R,97,"
Drama, Mystery, Sci-Fi            ",7.8,https://www.imdb.com/title/tt1182345,67,359544
422,Lion,2016,PG-13,118,"
Biography, Drama            ",8.0,https://www.imdb.com/title/tt3741834,69,236610
423,Wild Tales,2014,R,122,"
Comedy, Drama, Thriller            ",8.1,https://www.imdb.com/title/tt3011894,77,198414
424,In the Mood for Love,2000,PG,98,"
Drama, Romance            ",8.1,https://www.imdb.com/title/tt0118694,85,149911
425,Mulan,1998,G,88,"
Animation, Adventure, Comedy            ",7.6,https://www.imdb.com/title/tt0120762,71,288102
426,The Last Picture Show,1971,R,118,"
Drama, Romance            ",8.0,https://www.imdb.com/title/tt0067328,93,48739
427,A Bronx Tale,1993,R,121,"
Crime, Drama            ",7.8,https://www.imdb.com/title/tt0106489,80,142721
428,Million Dollar Baby,2004,PG-13,132,"
Drama, Sport            ",8.1,https://www.imdb.com/title/tt0405159,86,686153
429,The Trial of the Chicago 7,2020,R,129,"
Drama, History, Thriller            ",7.7,https://www.imdb.com/title/tt1070874,76,176938
430,Goldfinger,1964,PG,110,"
Action, Adventure, Thriller            ",7.7,https://www.imdb.com/title/tt0058150,87,191292
431,Boyz n the Hood,1991,R,112,"
Crime, Drama            ",7.8,https://www.imdb.com/title/tt0101507,76,141467
432,21 Grams,2003,R,124,"
Crime, Drama, Thriller            ",7.6,https://www.imdb.com/title/tt0315733,70,237657
433,Die Hard with a Vengeance,1995,R,128,"
Action, Adventure, Thriller            ",7.6,https://www.imdb.com/title/tt0112864,58,387715
434,Dances with Wolves,1990,PG-13,181,"
Adventure, Drama, Western            ",8.0,https://www.imdb.com/title/tt0099348,72,265694
435,North by Northwest,1959,Approved,136,"
Action, Adventure, Mystery            ",8.3,https://www.imdb.com/title/tt0053125,98,327795
436,Perfect Blue,1997,R,81,"
Animation, Crime, Drama            ",8.0,https://www.imdb.com/title/tt0156887,67,76952
437,The Sting,1973,PG,129,"
Comedy, Crime, Drama            ",8.3,https://www.imdb.com/title/tt0070735,83,262221
438,Who's Afraid of Virginia Woolf?,1966,Not Rated,131,"
Drama            ",8.0,https://www.imdb.com/title/tt0061184,75,75749
439,The Iron Giant,1999,PG,86,"
Animation, Action, Adventure            ",8.1,https://www.imdb.com/title/tt0129167,85,197510
440,Dark Waters,2019,PG-13,126,"
Biography, Drama, History            ",7.6,https://www.imdb.com/title/tt9071322,73,88885
441,Wreck-It Ralph,2012,PG,101,"
Animation, Adventure, Comedy            ",7.7,https://www.imdb.com/title/tt1772341,72,422391
442,Sense and Sensibility,1995,PG,136,"
Drama, Romance            ",7.7,https://www.imdb.com/title/tt0114388,84,116839
443,Gran Torino,2008,R,116,"
Drama            ",8.1,https://www.imdb.com/title/tt1205489,72,774017
444,My Neighbor Totoro,1988,G,86,"
Animation, Comedy, Family            ",8.1,https://www.imdb.com/title/tt0096283,86,338000
445,Vikram,2022,Not Rated,175,"
Action, Thriller            ",8.4,https://www.imdb.com/title/tt9179430,,56074
446,Cinema Paradiso,1988,R,155,"
Drama, Romance            ",8.5,https://www.imdb.com/title/tt0095765,80,260593
447,Do the Right Thing,1989,R,120,"
Comedy, Drama            ",7.9,https://www.imdb.com/title/tt0097216,93,102750
448,Paddington 2,2017,PG,103,"
Adventure, Comedy, Family            ",7.8,https://www.imdb.com/title/tt4468740,88,79037
449,The Boat,1981,R,149,"
Drama, War            ",8.4,https://www.imdb.com/title/tt0082096,86,251138
450,Straight Outta Compton,2015,R,147,"
Biography, Drama, History            ",7.8,https://www.imdb.com/title/tt1398426,72,202614
451,Rebel Without a Cause,1955,PG-13,111,"
Drama            ",7.6,https://www.imdb.com/title/tt0048545,89,91467
